ip,country,city,isp,is_proxy,is_vpn,is_tor,risk_score
27.150.107.216,UK,Craigton,Carney Ltd,False,False,False,0.07
96.204.103.225,MX,Aliciachester,Perez Group,False,False,False,0.02
14.86.251.160,CA,Weaverhaven,Thompson-Bowers,False,False,False,0.04
23.228.4.89,JP,Elizabethport,Mullins-Brown,False,False,False,0.07
143.164.237.18,US,New Matthew,Brewer Inc,False,False,False,0.04
197.68.216.152,MX,Richardchester,"Ortega, Brewer and Vargas",False,False,False,0.13
60.124.155.246,US,Foxland,"Chaney, Hudson and Cobb",False,False,False,0.16
178.130.124.226,DE,Port Audrey,"Higgins, Deleon and Murphy",False,False,False,0.13
132.35.29.29,UK,Lake Annmouth,Hall Ltd,False,False,True,0.42
203.141.57.135,DE,New Juanborough,Freeman-Henderson,False,False,False,0.13
152.66.186.219,BR,Kellyshire,"Humphrey, Shelton and Hudson",False,False,False,0.01
2.157.99.198,US,North Bradley,"Newman, Johnson and Johnson",False,False,False,0.0
110.134.89.60,AU,Carlsonfurt,Flores LLC,False,False,False,0.07
53.197.192.100,CA,West Michelleton,"Lyons, Griffin and Chen",False,False,False,0.0
128.129.205.220,US,Lake Josephstad,"Neal, Mccullough and Nelson",True,False,False,0.89
25.96.61.186,DE,Hendersonberg,"Evans, Black and Castaneda",False,False,False,0.09
71.244.125.163,US,Mooremouth,White and Sons,False,False,False,0.0
102.240.167.232,AU,Jessechester,Brooks-West,False,False,False,0.03
22.206.61.167,US,Rebeccaberg,Lloyd-Hammond,False,False,False,0.06
45.60.125.115,MX,North Kevinshire,Greene-Scott,False,False,False,0.15
210.102.128.5,UK,Port William,Miller-Guerrero,False,False,False,0.04
24.116.84.125,MX,Longchester,"Hines, Wall and Nelson",False,False,False,0.04
161.113.15.63,BR,Wilsonburgh,Tate-Richardson,False,False,False,0.09
11.235.112.4,US,East Ericborough,Conrad-Abbott,False,False,False,0.03
187.152.214.146,US,Amandafurt,Clark-Daniel,False,False,False,0.05
194.95.221.8,US,Lake Victorhaven,"Walker, Larson and Cain",False,False,False,0.0
123.82.83.199,FR,East Erinland,Lynch-Fowler,False,False,False,0.05
143.35.100.108,MX,Port Ashleyburgh,Cook-Wolfe,False,False,False,0.1
112.156.171.225,AU,Brycemouth,Oneal-Morales,False,False,True,0.73
89.53.24.15,CA,South Dustin,Sparks Inc,False,False,False,0.09
152.226.196.143,FR,Brianhaven,Berg-Hanna,False,False,False,0.03
211.117.129.243,MX,East Joycestad,Russo Ltd,False,False,False,0.01
183.226.2.133,FR,Diazburgh,Weeks-Eaton,False,False,False,0.02
153.31.209.107,US,Murrayton,Ward-Black,False,False,False,0.09
21.212.37.196,IN,Lynchville,Carter-Dunn,False,False,False,0.06
72.37.143.103,DE,East Kimberly,Lewis and Sons,False,True,False,0.75
11.30.221.220,US,Ochoachester,Moore and Sons,False,True,False,0.97
185.48.37.241,BR,West Vincentland,"Taylor, Lawson and Jones",False,False,False,0.01
109.253.149.107,IN,Lake Brittanychester,Kennedy Ltd,False,False,False,0.13
42.4.70.176,UK,East Heather,Andrade-Vazquez,True,False,False,0.8
2.26.115.181,MX,Leeberg,Payne Ltd,False,False,False,0.03
142.66.78.10,UK,West Stephanie,"Nash, Rose and Jimenez",False,False,False,0.11
182.52.81.115,UK,Leahchester,Washington-Moore,False,False,False,0.13
168.255.103.138,CA,Robertstad,Johnson-Cohen,False,False,False,0.06
64.160.176.247,JP,New Stacyton,"Payne, Michael and Castillo",False,False,False,0.25
187.56.71.43,CA,Lake Ericaside,Santos LLC,False,False,False,0.0
90.232.239.32,DE,Wheelerview,Porter-Miller,False,False,False,0.01
29.168.22.140,UK,Leefurt,"Phillips, Farmer and Allen",False,False,False,0.18
119.27.127.255,US,Hillshire,Dickson-Gonzalez,False,False,False,0.08
137.119.37.18,MX,Port Michelle,"Jordan, Stafford and Shaw",False,False,False,0.26
43.154.183.152,FR,South Kelly,"Mercado, Jimenez and Roberts",False,False,False,0.03
74.136.161.245,US,New Keithmouth,"Smith, Kennedy and Walton",False,False,False,0.04
155.85.18.153,US,New Charles,Herring-Tucker,False,False,False,0.0
193.209.194.220,AU,Smithside,"Boyle, Carpenter and Obrien",False,False,False,0.09
25.137.136.225,MX,Rowlandbury,Graham-Harris,False,False,False,0.08
150.103.159.234,US,Drakehaven,"Larson, Frazier and Leach",False,False,False,0.02
23.212.233.153,CA,Port Crystalside,Haley-Baker,False,False,False,0.22
91.217.88.97,CA,Port Anne,Morgan LLC,False,False,False,0.19
24.226.167.212,AU,South Danielle,Thomas PLC,False,False,False,0.21
15.28.41.139,MX,Patrickland,"Miller, Kelley and Hart",False,False,False,0.2
63.137.165.191,CA,East Jessica,"Williams, Maxwell and Hull",False,False,False,0.02
148.117.201.107,MX,Michaelville,Hall-Morris,False,False,False,0.11
52.164.41.180,DE,New Jeffreyport,Roberts and Sons,False,False,False,0.05
72.159.111.35,UK,New Jimmy,Hampton Group,False,False,False,0.12
117.243.34.185,US,Lake Miguel,Edwards-Meadows,False,False,False,0.0
138.2.245.44,MX,Lake Jane,"Powell, Smith and Henry",False,False,False,0.32
186.104.44.122,UK,Gordonside,Osborne Group,False,False,False,0.06
29.152.248.211,JP,North Brianna,Bryant-Carpenter,False,False,False,0.02
189.254.186.98,UK,Jenkinsshire,Sandoval-Forbes,False,False,False,0.1
165.92.16.130,DE,Port Natashaton,"Day, Ramirez and Cox",False,False,False,0.04
20.126.241.240,MX,Mooretown,"Miller, Hickman and Salazar",False,False,False,0.09
137.113.181.46,DE,Kellymouth,"Moore, Roberts and Young",False,False,False,0.1
133.4.168.221,US,Ronaldville,Ellis LLC,False,False,False,0.26
156.78.169.120,IN,West Laurie,Spencer-Moran,False,False,False,0.06
147.119.84.112,CA,South Markmouth,Vazquez Inc,False,False,False,0.02
99.34.147.40,AU,Christinefort,Kim and Sons,False,False,False,0.04
93.5.36.2,JP,West Christopherborough,Ortiz Group,False,False,False,0.23
97.7.38.171,US,West Paulbury,"Cole, Johnson and Velazquez",False,False,False,0.0
218.172.216.5,FR,South Ashley,"Wise, Rodriguez and Good",False,False,False,0.22
46.64.161.223,CA,Garciabury,Harrell Group,False,False,False,0.06
1.190.116.7,CA,North Ricky,Vega-Shaw,False,False,False,0.08
179.244.183.4,BR,Ramosborough,"Foster, Rogers and Gutierrez",False,False,False,0.06
27.226.116.126,AU,Annemouth,Moss LLC,False,False,False,0.22
64.49.61.118,IN,Sherrymouth,Mccullough-Anderson,False,False,False,0.06
43.114.10.120,CA,Haleyside,"Mendez, Shaw and Brown",False,False,False,0.07
167.41.46.118,DE,East Matthew,"Carter, Ward and Kennedy",True,False,False,0.24
65.92.167.119,CA,West Shelly,Mcguire Inc,False,False,False,0.0
93.225.239.218,JP,Bethanyville,Gray-Mills,False,False,False,0.03
19.170.164.213,UK,West Cynthiafurt,Davis-Wong,False,False,False,0.14
156.48.87.227,FR,Brandonton,Rogers-Turner,False,False,False,0.02
94.144.78.35,UK,South Morganshire,"Maldonado, Mcintosh and Cruz",False,False,False,0.01
149.64.9.175,BR,Bankshaven,Knapp and Sons,False,False,False,0.04
101.111.96.173,US,Carterberg,Torres LLC,False,False,False,0.02
211.28.232.61,MX,Johnsonbury,Bailey LLC,False,False,False,0.03
123.65.122.80,US,Parkton,Blair LLC,False,False,False,0.08
101.9.78.167,CA,Jacquelineside,"Lloyd, Butler and Chen",False,False,False,0.05
64.167.221.23,AU,Rodriguezmouth,Cunningham PLC,False,False,False,0.01
101.254.225.202,IN,New Walterville,Montes-Chung,True,False,False,0.55
112.72.251.199,UK,Port Courtney,James-Rodriguez,False,False,False,0.05
6.235.46.76,JP,North Parkermouth,Pennington-Cruz,False,False,False,0.04
46.211.24.27,US,East Michellebury,Rodriguez-Alexander,False,False,False,0.08
21.130.201.181,AU,Port Katelyn,"Gomez, Jimenez and Reese",False,False,False,0.0
27.164.189.167,US,New Brianshire,"Wagner, Bowers and Wilson",False,False,False,0.06
133.187.54.17,UK,Kimville,Johnson-Ramirez,False,False,False,0.11
204.168.238.109,BR,Maryview,Miller-Butler,False,False,False,0.07
168.134.101.100,MX,West Jacobview,Schmitt-Fleming,False,False,False,0.07
180.151.3.167,MX,Rodgersport,"Andersen, Scott and Keller",False,False,False,0.03
175.180.8.183,FR,West Brookefort,Taylor-Morrison,True,False,False,0.89
28.140.182.168,CA,Jillport,Montoya Ltd,False,False,False,0.02
95.24.11.193,BR,Donnaville,Kim-Kirk,False,False,False,0.03
74.231.32.227,JP,Bensonborough,Lee-Moore,False,False,False,0.15
37.134.40.63,UK,East Lisa,Cortez-Guerra,False,False,False,0.01
9.247.82.20,CA,Melvintown,"Estrada, Nelson and Anderson",False,False,False,0.16
191.102.87.107,UK,Adamfurt,"Gordon, Brown and Conway",False,False,False,0.28
156.18.13.60,US,South Charles,Lopez-Parker,False,False,False,0.07
141.143.160.205,BR,Morenoville,"Logan, Hernandez and Harrison",False,False,False,0.28
114.121.115.77,AU,Martinezmouth,"Jordan, Carter and Macias",False,False,False,0.13
211.244.180.71,CA,Kathrynside,Bowman-Ellis,False,False,False,0.12
137.170.199.173,BR,Josephborough,Harris Group,False,False,False,0.07
159.172.132.173,AU,Port Maria,Ortiz-Green,False,False,False,0.13
218.146.24.218,US,South Debra,Lucas-Clark,True,False,False,0.53
68.215.82.223,UK,Martinezborough,Webb PLC,False,False,False,0.13
51.90.163.33,FR,East Angelaside,Lopez Inc,False,False,True,0.48
161.136.139.50,MX,North Raymondview,"Meyers, Moore and Henderson",False,False,False,0.1
215.27.74.196,DE,Stephanieland,Gomez Ltd,False,False,False,0.02
1.48.65.44,UK,Toddview,Dalton PLC,False,False,False,0.14
88.42.69.83,CA,Smithchester,Young Group,False,False,False,0.07
89.107.93.156,US,East Robertburgh,Collins Group,False,False,False,0.09
109.99.231.135,DE,Lake Kimberlyberg,Nixon-Garcia,False,False,False,0.05
58.156.166.48,JP,North Bruce,Johnson-Morris,False,False,False,0.35
171.252.85.93,AU,South Derekhaven,Johnson PLC,False,False,False,0.11
139.197.153.80,US,Schmidtchester,Williams-Ferguson,False,True,False,0.9
7.33.115.94,DE,North Kelly,Mckay-Ruiz,False,False,False,0.18
93.4.32.106,MX,West Karenshire,Lee Inc,False,False,False,0.2
67.84.197.180,JP,Meganfurt,Sanders Inc,False,False,False,0.1
75.88.105.222,CA,Travishaven,Orozco-Cole,False,False,False,0.0
74.196.106.89,US,Perezville,Crosby-Hernandez,False,False,True,0.54
111.65.151.199,US,Port Mark,Rodriguez PLC,False,False,False,0.02
6.93.172.184,AU,Townsendstad,Young-Miller,True,False,False,0.63
165.198.175.222,UK,Shawnton,Alvarez Ltd,False,False,False,0.05
184.160.136.128,IN,Robinsonchester,"Houston, Allen and Kirby",False,False,False,0.15
192.238.200.220,IN,West Mariemouth,"Sanchez, Vasquez and Williams",False,False,False,0.06
177.0.207.15,UK,Lake Jacobmouth,Davis Inc,False,False,False,0.02
176.19.95.55,US,Jamesbury,Drake LLC,False,False,False,0.08
144.239.229.72,CA,North Brandonport,Johnson-Tanner,False,False,False,0.06
196.213.207.246,US,Jacobchester,Andersen Group,False,False,False,0.06
141.64.151.231,US,South Juliaberg,Ross-Giles,False,False,False,0.01
70.12.35.211,IN,Brianside,Lee Inc,False,False,False,0.01
30.93.53.139,UK,New Lauraport,Marshall-Rodgers,False,False,False,0.11
39.12.112.76,CA,Anthonyland,"Kemp, Smith and Skinner",False,False,False,0.0
60.56.243.186,DE,Lake Michael,Cuevas-Diaz,False,False,False,0.03
91.169.35.70,BR,West Ian,Allen Inc,False,False,False,0.02
152.22.124.30,US,Gambleton,Perry-Newton,False,False,False,0.02
106.174.135.97,US,West Nicole,Wallace-Miller,False,False,False,0.04
151.128.87.160,BR,Millermouth,Hernandez Ltd,False,False,False,0.06
223.200.78.120,DE,Frankville,Rose-Acevedo,False,False,False,0.15
47.244.28.211,US,South Taramouth,Davis LLC,False,False,False,0.14
179.182.89.166,US,West Jacqueline,"Collins, Diaz and Torres",False,False,False,0.02
18.97.46.147,US,South Charles,"Harrison, Skinner and Klein",False,False,False,0.07
128.8.242.254,IN,Moralesmouth,Conway-Stewart,False,False,False,0.11
7.206.0.4,US,East Jonathanville,"Hooper, Davis and Vasquez",False,False,False,0.34
28.97.234.58,US,East Debraton,Garcia and Sons,False,False,False,0.16
100.184.190.124,US,Lake Stephanieland,Martin-Pineda,False,False,False,0.04
28.46.137.45,BR,Stephaniechester,Smith-Brown,False,False,False,0.13
148.76.225.72,US,Melissafurt,"Brown, Kline and Kim",True,True,False,0.65
169.19.59.27,BR,South Mollyborough,Farmer-Thompson,False,False,False,0.09
174.7.31.241,MX,Stewartport,"Foster, Kim and Hill",False,False,False,0.16
67.255.33.201,CA,Klineport,Newton Inc,False,False,False,0.02
216.95.240.214,MX,Brownhaven,"Lamb, Davis and Miles",False,False,False,0.0
118.194.216.51,US,Floresland,Mitchell-Scott,False,False,False,0.03
183.121.209.249,US,South Karenview,"Sparks, Smith and Johnson",False,False,False,0.1
146.110.120.171,US,North Hannahborough,Baird-Hebert,True,False,False,0.86
206.83.38.122,IN,Newtonbury,"Garcia, Sutton and Potts",False,False,False,0.06
155.104.53.104,JP,Shawnfurt,Rodriguez PLC,False,False,False,0.09
197.24.223.87,US,Lake Emilyview,"Campbell, Torres and Jimenez",True,False,False,0.97
121.200.125.246,AU,Valeriefort,Reynolds PLC,False,False,False,0.01
91.76.241.151,UK,Ericstad,Jones Ltd,False,False,False,0.01
165.29.199.14,US,West Tonyashire,Wells Inc,False,False,False,0.24
14.93.129.6,US,Adamstown,"Oliver, Jackson and Smith",False,False,False,0.01
86.104.12.129,US,Dorseyberg,"Jones, Adams and Blair",False,False,False,0.06
35.45.23.238,BR,Shahburgh,Jones-Case,False,False,False,0.28
86.42.66.121,AU,Austinfurt,Singh PLC,False,False,False,0.02
8.220.224.219,FR,Shawborough,Gill and Sons,False,False,False,0.09
26.161.175.198,US,New Edgar,Clark Inc,False,False,False,0.23
63.27.95.131,BR,Taylortown,"Erickson, Lewis and York",False,False,False,0.13
75.48.245.52,JP,Lyonsview,Lopez and Sons,True,False,False,0.65
159.166.239.246,US,East James,"Vasquez, Lyons and Roy",False,False,False,0.16
211.61.73.218,CA,Jennifertown,"King, Johnson and Wheeler",False,False,False,0.15
122.244.249.49,US,Jonesport,Peterson Ltd,False,False,False,0.08
198.162.205.17,AU,Jeremytown,"Diaz, Norris and Stevenson",True,False,False,0.67
23.40.219.101,UK,Phillipsburgh,Clark-Richards,False,False,False,0.01
105.151.188.122,CA,Woodwardland,Aguilar Inc,False,True,False,0.93
38.134.204.108,UK,East Dianaton,Johnson LLC,False,False,False,0.29
34.214.166.214,US,Port Jorge,"Ramirez, Fox and Parsons",False,False,False,0.34
179.80.150.243,CA,East Donald,"Martinez, Perez and Jackson",False,False,False,0.01
2.255.64.238,UK,Oliviafort,Pugh Ltd,False,False,False,0.02
102.107.87.180,DE,South Alexander,"Proctor, Hoffman and Gonzales",True,True,False,0.71
21.108.46.248,US,East Stephanieville,Cabrera-Yang,False,False,False,0.21
67.118.31.245,AU,New Wendyborough,Jones-Rodriguez,False,False,False,0.06
92.190.178.101,BR,Josephside,"Buchanan, Brock and Fernandez",False,False,False,0.04
24.231.226.116,US,Barronbury,"Martinez, Walker and Clark",False,False,False,0.03
145.15.176.174,UK,Jacksonstad,Parker-Gonzales,False,False,False,0.09
208.124.249.248,US,West Robinstad,Santos-Romero,False,False,False,0.06
169.161.196.58,MX,Lake Davidhaven,Contreras and Sons,False,False,False,0.03
13.38.245.63,CA,Port Sarahside,Vasquez-Vargas,False,False,False,0.1
203.252.127.248,MX,Jeffreyland,Simmons-Phillips,False,False,False,0.12
215.131.245.47,US,Lake Arthur,James Group,False,False,False,0.21
89.179.163.85,CA,Port Rebecca,Garcia Inc,False,False,False,0.02
134.173.181.128,US,Matthewbury,Larson Group,False,False,False,0.05
182.23.11.42,CA,Ginabury,Vasquez-Jones,False,False,False,0.15
77.193.19.51,JP,Armstrongborough,Perry PLC,False,False,False,0.02
208.119.86.165,CA,Tracistad,"Anderson, Woods and Drake",False,False,False,0.01
98.41.147.189,FR,Beltranport,Evans PLC,False,False,False,0.01
205.243.95.119,UK,West Natasha,Brown-Coleman,False,False,False,0.01
172.49.79.136,AU,Jenniferbury,Roman-Bentley,False,False,False,0.04
92.209.167.131,MX,Lake Jessica,"Reed, Dunn and Stanley",False,False,False,0.0
168.160.167.75,JP,Alexside,Carroll Group,False,False,False,0.02
125.189.226.194,CA,Stephaniemouth,"Terry, Ryan and Miller",False,False,False,0.12
121.123.205.27,US,West Jorgestad,Beltran LLC,False,False,False,0.01
49.245.123.243,US,New Kristinton,Daniel Ltd,False,False,False,0.01
163.226.61.121,US,North Charlesview,"Miller, Marks and Bailey",False,False,False,0.14
62.163.236.105,IN,New Charlesview,Ashley-Howard,False,True,False,0.81
67.35.52.226,US,North Pamelaton,Carter Group,False,False,False,0.36
168.128.251.145,AU,Cruzborough,Dennis-Nichols,False,False,False,0.01
55.31.60.178,AU,Smithside,"Jacobs, Heath and Foster",False,False,False,0.05
59.2.229.173,BR,North Tammyhaven,Horton PLC,False,False,False,0.05
178.218.137.131,UK,East Elizabethville,Gomez-Maldonado,True,False,False,0.8
71.133.37.196,MX,Ashleetown,Allen-Morgan,False,False,False,0.01
18.66.171.2,US,Scottchester,"Hill, Avery and Washington",False,False,False,0.06
211.63.172.246,DE,Lake Sydneybury,Haynes Inc,False,False,False,0.15
35.180.207.77,FR,West Kyle,Garcia-Hicks,False,False,False,0.31
125.173.124.135,FR,Michaelhaven,"Orr, White and Vega",False,False,False,0.01
205.210.205.29,MX,New Patricia,Delacruz and Sons,False,False,False,0.0
145.102.23.175,JP,Katrinaburgh,"Ellis, Love and Werner",False,False,False,0.3
184.132.86.224,US,Teresashire,Smith-Smith,False,False,False,0.06
48.83.11.107,DE,Youngshire,Newman LLC,False,False,False,0.44
16.149.200.254,CA,Waltonfort,Wade-Nunez,False,True,False,0.9
48.76.19.162,JP,Schaefermouth,"Williams, Wright and Gates",False,False,False,0.14
70.96.26.251,US,Martinezberg,"Armstrong, Parker and Graham",False,False,False,0.2
28.207.19.118,FR,Lake Cherylshire,Guzman LLC,False,False,False,0.24
48.51.23.66,FR,West Barbara,"Carr, Wilson and Graham",False,False,False,0.08
170.15.222.8,FR,Robertmouth,Andrews-Johnson,False,False,False,0.13
171.190.137.116,AU,Port Patricia,"Pearson, Holloway and Perry",True,False,False,0.91
145.194.28.137,US,Woodsfort,Nelson LLC,False,False,False,0.23
171.223.77.213,UK,East Tanyatown,"Miller, Richardson and Campbell",False,False,False,0.03
84.134.126.19,CA,Burnettberg,Price-Soto,False,False,False,0.2
122.35.13.255,UK,Michaelmouth,"Caldwell, Kennedy and Dunlap",False,False,False,0.01
101.173.48.239,US,Teresatown,"Conway, Cook and Key",False,False,False,0.09
200.10.25.226,US,Martinfort,Rice Ltd,False,False,False,0.04
26.118.168.160,US,Brownside,"Ritter, Skinner and Boyer",True,False,False,0.52
160.93.152.196,MX,South Sara,"Fernandez, French and Lopez",False,False,False,0.01
25.204.167.19,JP,Amberport,Holt Inc,False,False,False,0.01
203.229.234.23,CA,South Michaelfort,Harrell-Owens,False,False,False,0.03
95.108.24.29,UK,South Victoriashire,Willis Group,False,False,False,0.03
207.109.54.176,UK,Andrewfort,Cooper and Sons,False,False,False,0.04
88.216.56.194,CA,West Ronaldfort,"Brown, Weber and Thomas",False,False,False,0.28
17.121.126.247,UK,New Bryanborough,"Parker, Mclaughlin and Smith",False,False,False,0.12
201.235.218.92,US,Jessechester,"Dalton, Thompson and Deleon",False,False,False,0.08
64.61.241.248,IN,Lake Nicolasshire,"Gomez, Bishop and Wilson",False,False,False,0.32
147.59.214.204,CA,Santanaton,Jones Inc,False,False,False,0.08
4.193.101.142,DE,Ryanstad,"Bailey, Madden and Valdez",False,False,False,0.22
163.176.20.115,DE,West Carriefurt,Frazier-Lucas,False,False,False,0.09
108.164.44.10,UK,New Emma,"Olson, Gilmore and Lowe",True,False,False,0.72
217.152.220.18,US,Allenfort,Parker PLC,False,False,False,0.02
79.151.205.199,CA,Port Tinaburgh,Wells-Taylor,False,False,False,0.09
199.104.160.98,BR,South Ericton,Gomez-Moore,False,True,False,0.85
137.82.251.166,JP,Michelleport,"Schroeder, Dixon and Vazquez",False,False,False,0.03
61.135.9.132,DE,Lawrencebury,"Dixon, Wade and Hudson",False,False,False,0.06
210.137.72.107,UK,Port Alisha,Ramos-Hunter,False,False,False,0.11
123.17.130.153,CA,North Kellymouth,Bush-Vincent,False,False,False,0.13
152.96.163.219,CA,Ianport,Manning Group,False,False,False,0.06
67.54.103.155,CA,North Justin,Jones-Huang,False,False,False,0.13
161.26.224.6,CA,New Kimberly,Wright-Barker,False,False,False,0.05
75.133.166.173,UK,Diazhaven,Carter Group,False,False,False,0.17
165.21.234.13,UK,North Brandistad,Orr Ltd,False,False,False,0.22
71.72.138.17,CA,Williamstad,Ramos-Perez,False,False,False,0.17
167.162.103.142,AU,Lake Brandonland,"Steele, Hill and Lee",False,False,False,0.07
33.198.246.55,US,Duartetown,Acevedo Ltd,False,False,False,0.1
100.182.140.13,UK,Port Caitlin,"Hopkins, Miller and Blackwell",False,False,False,0.04
82.133.238.164,BR,South Eric,"Jensen, Moore and Grimes",False,False,False,0.03
64.1.105.242,JP,Joneshaven,Cook-Mathis,False,False,False,0.21
209.178.50.3,US,Lake Lawrence,Daugherty LLC,False,False,False,0.17
34.166.185.11,MX,Marialand,Greer Ltd,False,False,False,0.12
199.16.169.137,CA,Matthewland,Francis-Livingston,False,False,False,0.21
148.253.151.97,CA,Brownberg,Sullivan-Deleon,False,False,False,0.26
167.233.10.101,AU,Lawsonchester,Boone LLC,False,False,False,0.03
171.84.67.7,US,Hernandezfort,Smith-Nelson,False,False,False,0.35
48.179.57.123,US,South Brittanyview,"Reese, Mason and Sherman",False,False,False,0.09
48.128.168.5,UK,Lake Aprilfort,Rodriguez-Wilson,False,True,False,0.91
55.159.60.112,UK,North Ashleymouth,Lozano-Williams,False,False,False,0.12
56.105.32.99,DE,Paigeview,Gross-Davis,False,False,False,0.08
216.237.130.247,UK,New Teresa,Cannon-Goodman,False,False,False,0.02
160.76.238.174,AU,Lake Michaelton,Murphy Inc,False,False,False,0.18
29.72.24.232,US,South William,"Valentine, Wallace and Carter",False,False,False,0.23
71.115.16.82,IN,Edwardtown,Daugherty-Keller,False,False,False,0.26
16.86.234.26,US,South Amandaview,Simmons PLC,False,False,False,0.24
107.156.47.136,US,Myersville,"Williams, King and Glenn",False,False,False,0.01
33.223.252.193,MX,Reynoldsland,"Decker, Bryant and Todd",False,False,False,0.01
128.97.193.210,US,South Ritaside,White-Campbell,False,False,False,0.09
59.244.139.143,UK,New Colleenfort,Lloyd-Hamilton,False,False,False,0.06
69.232.228.185,UK,Port Maria,"Wolf, Evans and Lin",False,False,False,0.05
102.154.171.133,US,West Ericburgh,"Cox, Washington and Walker",False,False,False,0.13
201.218.255.245,AU,Kristenton,"Byrd, Garcia and Mcdaniel",False,False,False,0.19
49.32.113.52,US,Haileyfurt,"Navarro, Ferguson and Valencia",False,False,False,0.15
74.146.45.131,IN,Karinaberg,Patel Group,True,False,False,0.71
177.57.196.168,US,West Travis,"Johnson, Jones and Powell",False,False,False,0.06
188.190.49.216,US,South Bryan,Ho-Montgomery,False,False,False,0.1
57.13.27.154,UK,Nolanland,Thornton-Hernandez,True,False,False,0.65
219.28.109.3,UK,Bradshawborough,Chase-Brown,True,False,False,0.85
118.2.239.116,US,Lopezberg,Montgomery and Sons,False,False,False,0.22
219.129.188.57,US,Port Andreatown,Mendez-Smith,False,False,False,0.06
3.218.51.95,US,Port Susan,"Atkins, Jimenez and Davis",False,False,False,0.14
146.102.135.98,MX,Port Brianton,"Smith, Price and Fernandez",False,False,False,0.09
47.106.9.209,DE,North Katherine,Jordan-Perez,False,False,False,0.0
175.80.13.196,US,Lake Amandafort,Reyes PLC,False,False,False,0.05
16.43.137.238,UK,Justinton,"Greer, Edwards and Spencer",False,False,False,0.25
94.18.173.18,FR,East Tracyhaven,"Johnson, Allison and Coleman",False,False,False,0.04
76.9.98.113,IN,Lake Sherryton,Morse-Pope,False,False,False,0.05
218.125.28.66,US,Murphyfort,Leach PLC,False,False,False,0.14
5.112.137.110,AU,Parkerfurt,Dixon PLC,False,False,False,0.03
167.28.80.1,CA,West Leroy,Smith Ltd,False,False,False,0.18
203.110.44.89,CA,West Meganton,Lopez and Sons,False,False,False,0.14
18.240.155.136,MX,Tranfort,"Hodges, Hampton and Smith",False,False,False,0.06
71.180.10.193,UK,Christophertown,Goodman-Underwood,False,False,False,0.08
64.53.27.66,DE,Greenton,Moss-Brooks,False,False,False,0.16
22.207.151.231,UK,Port Kelsey,Russell-Weber,False,False,False,0.0
3.15.152.7,US,Perezmouth,"Harris, Bradley and Hernandez",False,False,False,0.09
107.66.43.181,FR,South Tiffanystad,Gonzalez-Shepherd,False,False,False,0.01
83.78.141.131,UK,East Thomasport,"Miller, Brewer and Nichols",False,False,False,0.09
155.137.71.107,IN,Laneborough,Evans-Faulkner,False,False,False,0.01
140.122.52.117,CA,Lake Kevinmouth,"Costa, Proctor and Ramirez",True,False,False,0.7
4.240.80.88,UK,Anthonyside,"Flores, Rodriguez and Carter",False,False,False,0.01
161.185.128.253,CA,Williamsonshire,Rich-Norman,False,False,False,0.01
193.23.189.153,IN,East Alan,Cochran and Sons,False,False,False,0.1
163.212.61.225,CA,Lake Ashleytown,Nguyen PLC,False,False,False,0.01
24.69.173.169,UK,North Kimberlybury,"Stark, Hickman and Patterson",False,False,False,0.26
31.253.22.174,AU,South Brad,Marshall Group,False,False,False,0.0
155.77.192.58,UK,South Wesley,Harris-Cowan,False,False,False,0.13
10.91.17.246,UK,East Nicole,Elliott Inc,False,False,False,0.1
138.220.201.111,DE,Steventon,"Mcdaniel, Cox and Mills",False,False,False,0.29
64.52.29.198,US,Francofurt,Rose-Galloway,False,False,False,0.08
9.22.157.80,CA,Stephensshire,Smith-Gray,False,False,False,0.01
169.136.26.17,UK,South Brianna,Acosta-Martin,False,False,False,0.04
6.33.76.136,MX,Morristown,Gardner-Jones,False,False,False,0.02
138.8.186.213,AU,Craigmouth,"Ramos, Robinson and Williams",False,False,False,0.03
12.58.255.125,BR,New Amystad,"Green, Odonnell and Andersen",False,False,False,0.31
206.44.126.205,DE,East Jonathan,Ryan-Hardin,False,False,False,0.05
212.85.254.215,CA,Brownville,Jones PLC,False,False,False,0.0
59.10.50.239,CA,Evansmouth,"Obrien, Lane and Reid",False,False,False,0.04
112.99.132.202,US,Hardytown,"Lewis, Warren and Nielsen",False,False,False,0.08
143.111.255.6,US,Rodriguezchester,"Mcdowell, Fox and Crawford",False,False,False,0.18
199.41.28.129,IN,Kristinmouth,Fernandez-Fields,False,False,False,0.11
156.34.141.69,IN,Lake Christian,Dudley Inc,False,False,False,0.02
152.208.9.83,BR,West Timothy,"Hill, Sharp and Sanchez",False,False,False,0.18
21.22.239.227,US,Perezton,Banks-Jensen,False,False,False,0.04
17.6.91.146,CA,Mallorymouth,"Hill, Sexton and King",False,False,False,0.13
186.160.45.187,CA,Colechester,Taylor-Greene,False,False,False,0.13
13.16.215.41,US,Cooperberg,Leach-Beck,False,True,False,0.25
109.88.121.156,US,Moralesburgh,"White, Lawson and Mcknight",False,False,False,0.11
90.225.170.84,BR,Gilbertton,Wade-Garcia,False,False,False,0.12
74.121.23.121,US,Lovebury,"Russell, Medina and Robinson",False,False,False,0.01
140.252.32.198,IN,Taylorstad,"Ibarra, Henderson and Mason",False,True,False,0.88
99.76.89.93,DE,Birdton,Ward LLC,False,False,False,0.01
